,INSTNM,LOCALE,LATITUDE,LONGITUDE,ADM_RATE,UGDS,ENDOWEND
2496,Cleveland Institute of Music,11.0,41.512444,-81.608878,0.3416,234.0,42284552.0
2497,Cleveland State University,11.0,41.502281,-81.674355,0.936,10917.0,91754752.0
2499,Columbus College of Art and Design,11.0,39.966074,-82.989479,0.9169,981.0,14301652.0
2504,University of Dayton,12.0,39.739547,-84.176113,0.8111,8589.0,608637000.0
2505,Defiance College,32.0,41.296842,-84.357075,0.5492,541.0,16289073.0
2506,Denison University,23.0,40.071505,-82.523272,0.2817,2253.0,912965000.0
2509,The University of Findlay,32.0,41.053344,-83.652313,0.7959,2222.0,44054085.0
2513,Good Samaritan College of Nursing and Health Science,11.0,39.140348,-84.521196,0.3462,353.0,4980018.0
2518,Heidelberg University,32.0,41.114833,-83.168387,0.8106,1021.0,51414434.0
2519,Hiram College,31.0,41.3107,-81.143981,0.9277,891.0,73411324.0
2525,John Carroll University,21.0,41.491321,-81.531338,0.8784,2737.0,228659697.0
2534,Kent State University at Kent,21.0,41.146653,-81.342533,0.8443,20694.0,145874869.0
2536,Kenyon College,32.0,40.374408,-82.397977,0.3689,1610.0,419099295.0
2537,Kettering College,13.0,39.695052,-84.192006,0.213,544.0,2821565.0
2538,Lake Erie College,21.0,41.717841,-81.251817,0.6395,687.0,32556315.0
2545,Lourdes University,21.0,41.710009,-83.706108,0.7782,943.0,8530811.0
2546,Malone University,13.0,40.825662,-81.376863,0.7427,952.0,21131674.0
2547,Marietta College,31.0,39.41668,-81.450045,0.7391,1121.0,85460235.0
2550,Mercy College of Ohio,11.0,41.658319,-83.552538,0.3951,1493.0,24600763.0
2554,Miami University-Oxford,31.0,39.507757,-84.732954,0.9195,16418.0,554869000.0
2558,University of Mount Union,31.0,40.905256,-81.111029,0.7741,1934.0,139717000.0
2559,Mount Vernon Nazarene University,32.0,40.372901,-82.471074,0.7248,1614.0,23190231.0
2560,Mount Saint Joseph University,21.0,39.095893,-84.639453,0.6015,1120.0,58800587.0
2562,Muskingum University,32.0,39.996585,-81.737127,0.7966,1490.0,73886171.0
2568,Notre Dame College,21.0,41.506894,-81.516617,0.8743,1217.0,10567009.0
2571,Oberlin College,31.0,41.291992,-82.216795,0.3536,2647.0,999379881.0
2573,Ohio Dominican University,11.0,39.992764,-82.940689,0.495,942.0,18966549.0
2574,Ohio Northern University,31.0,40.7662,-83.827441,0.652,2064.0,164215799.0
2584,Ohio State University-Main Campus,11.0,39.999324,-83.014853,0.6849,45862.0,5263434409.0
2589,Ohio University-Main Campus,32.0,39.326798,-82.100985,0.8749,18752.0,579349840.0
2593,Ohio Wesleyan University,21.0,40.295963,-83.069757,0.684,1422.0,236259742.0
2594,Otterbein University,21.0,40.125327,-82.936444,0.7606,2233.0,99106831.0
2599,Pontifical College Josephinum,11.0,40.120735,-83.018829,0.75,50.0,29569857.0
2602,Rabbinical College Telshe,21.0,41.593533,-81.485261,0.8182,39.0,7025.0
2612,Franciscan University of Steubenville,13.0,40.376919,-80.620524,0.73,2340.0,66313823.0
2616,Tiffin University,32.0,41.118316,-83.184197,0.6247,1880.0,14340409.0
2617,University of Toledo,11.0,41.660572,-83.614714,0.9468,13205.0,297373929.0
2624,Ursuline College,21.0,41.497035,-81.465118,0.8079,639.0,26111523.0
2626,Walsh University,21.0,40.873908,-81.369931,0.7656,1660.0,29284378.0
2628,Wilberforce University,41.0,39.707291,-83.880595,0.6157,439.0,7068553.0
2629,Wilmington College,32.0,39.444744,-83.818342,0.7272,1160.0,38195198.0
2631,Wittenberg University,13.0,39.934029,-83.815445,0.9743,1413.0,116489449.0
2632,The College of Wooster,32.0,40.81046,-81.934674,0.653,1924.0,331118049.0
2633,Wright State University-Main Campus,21.0,39.780634,-84.064881,0.9564,7768.0,126206285.0
2635,Xavier University,11.0,39.149547,-84.47465,0.8122,5250.0,198613000.0
2636,Youngstown State University,13.0,41.104928,-80.64659,0.6993,9112.0,267612251.0
2637,Bacone College,32.0,35.777082,-95.334046,0.4728,318.0,7325513.0
2638,Oklahoma Wesleyan University,32.0,36.717453,-95.95671,0.8266,790.0,8261469.0
2644,University of Central Oklahoma,21.0,35.6552,-97.471508,0.8049,12056.0,40816261.0
2646,East Central University,33.0,34.771934,-96.663849,0.9645,2815.0,35235842.0
2651,Randall University,21.0,35.300757,-97.491107,0.3882,282.0,237991.0
2655,Northeastern State University,33.0,35.919939,-94.967229,0.9949,5646.0,22969212.0
2659,Northwestern Oklahoma State University,33.0,36.796658,-98.667673,0.7026,1488.0,25485583.0
2661,Oklahoma Christian University,11.0,35.611412,-97.469526,0.6121,1601.0,37148180.0
2664,Oklahoma State University-Main Campus,32.0,36.123085,-97.069743,0.6709,19782.0,432509914.0
2666,Oklahoma Baptist University,32.0,35.360492,-96.932459,0.5821,1610.0,131403959.0
2668,Oklahoma City University,11.0,35.495271,-97.541242,0.731,1520.0,123871812.0
2669,University of Oklahoma-Norman Campus,22.0,35.209407,-97.444211,0.8338,21087.0,66768000.0
2671,Oral Roberts University,11.0,36.049129,-95.952547,0.7839,3080.0,45060510.0
2675,University of Science and Arts of Oklahoma,32.0,35.031392,-97.95641,0.3575,718.0,22142471.0
2678,Southeastern Oklahoma State University,32.0,34.006808,-96.376864,0.7859,3078.0,27948945.0
2680,Southwestern Oklahoma State University,33.0,35.535281,-98.707768,0.932,3834.0,28477419.0
2683,University of Tulsa,11.0,36.152324,-95.945941,0.6922,2905.0,1082619000.0
2696,Eastern Oregon University,33.0,45.319795,-118.092495,0.9425,2415.0,14997889.0
2697,New Hope Christian College-Eugene,12.0,44.032674,-123.15355,0.9474,52.0,764138.0
2698,George Fox University,31.0,45.303629,-122.967494,0.9091,2451.0,26218560.0
2701,Lewis & Clark College,11.0,45.450882,-122.669137,0.7982,1814.0,240342122.0
2702,Linfield University-McMinnville Campus,32.0,45.201173,-123.199642,0.8018,1389.0,82991677.0
2707,Mount Angel Seminary,31.0,45.057871,-122.775405,1.0,31.0,19440035.0
2709,Multnomah University,11.0,45.527139,-122.575557,0.589,333.0,7888000.0
2711,Bushnell University,12.0,44.047483,-123.079754,0.6819,514.0,14845053.0
2713,Oregon Institute of Technology,33.0,42.257152,-121.785177,0.9513,3571.0,29673729.0
2714,Oregon State University,13.0,44.56395,-123.274723,0.8221,26048.0,676829637.0
2715,University of Oregon,12.0,44.045146,-123.075792,0.8381,17972.0,912452558.0
2716,Pacific Northwest College of Art,11.0,45.526766,-122.678182,0.9597,445.0,14884445.0
2717,Pacific University,21.0,45.521394,-123.108777,0.893,1706.0,71386210.0
2724,Portland State University,11.0,45.511601,-122.686289,0.9519,16596.0,2429417.0
2725,University of Portland,11.0,45.572724,-122.726691,0.7722,3536.0,217584000.0
2726,Reed College,11.0,45.480959,-122.630348,0.4234,1349.0,545093997.0
2728,Southern Oregon University,22.0,42.185077,-122.695081,0.9043,3462.0,29705420.0
2732,Warner Pacific University,11.0,45.506265,-122.592498,1.0,461.0,11079742.0
2733,Corban University,12.0,44.882399,-122.961129,0.4834,918.0,452909.0
2736,Willamette University,12.0,44.935457,-123.030537,0.8017,1288.0,249725000.0
2737,Western Oregon University,31.0,44.852235,-123.238309,0.7914,3994.0,19596501.0
2740,Bryn Athyn College of the New Church,21.0,40.134393,-75.060808,0.7771,268.0,57349147.0
2742,Albright College,13.0,40.361351,-75.909742,0.821,1530.0,66410648.0
2745,Allegheny College,32.0,41.64869,-80.147168,0.7315,1615.0,233661481.0
2747,DeSales University,41.0,40.539091,-75.375608,0.8177,2352.0,80528940.0
2749,Alvernia University,13.0,40.310028,-75.936754,0.7002,2034.0,14476535.0
2753,Clarks Summit University,21.0,41.495062,-75.685472,0.6189,483.0,2424273.0
2755,Arcadia University,21.0,40.092606,-75.163876,0.7363,1832.0,79338000.0
2757,Bloomsburg University of Pennsylvania,13.0,41.00782,-76.447844,0.8903,7346.0,51400850.0
2758,Bryn Mawr College,21.0,40.02736,-75.313223,0.3836,1298.0,866030000.0
2759,Bucknell University,32.0,40.954317,-76.882616,0.3753,3684.0,844765000.0
2764,Cabrini University,21.0,40.056355,-75.375263,0.6167,1463.0,41953130.0
2765,California University of Pennsylvania,23.0,40.064964,-79.88679,0.9432,4694.0,26320056.0
2766,Carlow University,11.0,40.439293,-79.963448,0.9446,1274.0,36091455.0
2767,Carnegie Mellon University,11.0,40.44357,-79.941993,0.1727,6539.0,2068859860.0
2768,Cedar Crest College,12.0,40.586318,-75.519221,0.5246,1078.0,32892693.0
2770,Chatham University,11.0,40.448432,-79.926083,0.6619,1119.0,83007899.0
2771,Chestnut Hill College,11.0,40.08678,-75.228742,0.7114,1051.0,10469462.0
2774,Clarion University of Pennsylvania,33.0,41.207805,-79.377501,0.9423,3459.0,39189206.0
2776,Curtis Institute of Music,11.0,39.948857,-75.170727,0.0244,113.0,181058855.0
2778,Delaware Valley University,21.0,40.298659,-75.158452,0.9158,1706.0,32084963.0
2779,Dickinson College,13.0,40.202796,-77.197854,0.5165,1899.0,452877131.0
2781,Drexel University,11.0,39.955217,-75.190051,0.7719,14492.0,798335000.0
2782,Duquesne University,11.0,40.43589,-79.993123,0.7719,5373.0,472072000.0
2783,East Stroudsburg University of Pennsylvania,13.0,40.99599,-75.173905,0.905,4921.0,20177594.0
2784,Eastern University,21.0,40.050448,-75.370316,0.6425,1823.0,29772965.0
2785,Edinboro University of Pennsylvania,31.0,41.870717,-80.121318,0.8503,2995.0,28791923.0
2786,Elizabethtown College,21.0,40.149236,-76.593224,0.8573,1649.0,89021231.0
2799,Franklin and Marshall College,13.0,40.048045,-76.319037,0.365,2242.0,379765954.0
2800,Gannon University,13.0,42.128403,-80.087166,0.7924,2786.0,63415000.0
2801,Geneva College,21.0,40.772518,-80.321826,0.7314,1102.0,48811484.0
2802,Gettysburg College,13.0,39.836597,-77.236792,0.4824,2507.0,322736790.0
2805,Grove City College,32.0,41.1558,-80.081481,0.7759,2138.0,146352920.0
2806,Gwynedd Mercy University,21.0,40.202804,-75.236601,0.8803,1691.0,31314000.0
2809,Haverford College,21.0,40.007452,-75.305207,0.1823,1306.0,503436957.0
2811,Holy Family University,11.0,40.060581,-74.986451,0.777,2098.0,21322160.0
2813,Immaculata University,21.0,40.027981,-75.570711,0.8243,1380.0,20961788.0
2814,Indiana University of Pennsylvania-Main Campus,32.0,40.617531,-79.159332,0.931,7702.0,71142781.0
2818,Johnson College,13.0,41.450409,-75.642476,0.9471,479.0,2841715.0
2819,Juniata College,32.0,40.500523,-78.017292,0.6746,1267.0,114658070.0
2820,Keystone College,21.0,41.558969,-75.777456,0.7874,1178.0,3603178.0
2821,King's College,13.0,41.250097,-75.879822,0.8661,1951.0,87605157.0
2823,Kutztown University of Pennsylvania,31.0,40.513561,-75.783933,0.9319,6735.0,36304976.0
2824,La Roche University,21.0,40.568615,-80.014851,0.6891,1079.0,6125307.0
2825,La Salle University,11.0,40.037979,-75.153061,0.7635,3205.0,80002231.0
2827,Lafayette College,21.0,40.69956,-75.209786,0.3557,2489.0,862906000.0
2828,Lancaster Bible College,21.0,40.075347,-76.287761,0.9668,1418.0,14697133.0
2833,Lebanon Valley College,23.0,40.330604,-76.514431,0.778,1655.0,70774504.0
2836,Lehigh University,13.0,40.606822,-75.380236,0.4954,5191.0,1369863000.0
2839,Lincoln University,21.0,39.807723,-75.926458,0.9034,1892.0,45469662.0
2840,Lock Haven University,32.0,41.141517,-77.460108,0.9308,2564.0,19612727.0
2844,Lycoming College,13.0,41.24666,-77.0,0.6548,1054.0,185588000.0
2845,Manor College,21.0,40.08714,-75.104786,0.9095,629.0,2891142.0
2846,Mansfield University of Pennsylvania,32.0,41.807467,-77.073901,0.9602,1614.0,1063647.0
2847,Marywood University,13.0,41.434587,-75.634142,0.8203,1755.0,47862897.0
2850,Mercyhurst University,13.0,42.10578,-80.053412,0.8802,2369.0,26928060.0
2851,Messiah University,21.0,40.156579,-76.988269,0.7752,2473.0,129929547.0
2853,Millersville University of Pennsylvania,21.0,40.000337,-76.357381,0.8455,6314.0,38286816.0
2854,Misericordia University,21.0,41.345277,-75.971541,0.8329,1837.0,54506153.0
2856,Moore College of Art and Design,11.0,39.957078,-75.172105,0.5004,365.0,35402814.0
2857,Moravian University,13.0,40.630947,-75.383638,0.801,1951.0,114415453.0
2858,Mount Aloysius College,31.0,40.459679,-78.600898,0.9524,1082.0,41839430.0
2859,Muhlenberg College,12.0,40.596416,-75.508502,0.6218,2044.0,286188841.0
2860,Neumann University,21.0,39.874876,-75.440022,0.8034,1840.0,34356239.0
2870,Pennsylvania Academy of the Fine Arts,11.0,39.955692,-75.163456,0.8779,135.0,37096362.0
2873,Pennsylvania College of Art and Design,13.0,40.041152,-76.308769,0.4709,240.0,2286819.0
2874,University of Pennsylvania,11.0,39.950929,-75.19391,0.0898,10507.0,14877363000.0
2875,The University of the Arts,11.0,39.946017,-75.165888,0.7582,1377.0,56173508.0
2876,Cairn University-Langhorne,21.0,40.165809,-74.909509,0.8145,885.0,10820000.0
2878,University of the Sciences,11.0,39.946412,-75.207001,0.714,1393.0,145646092.0
2880,University of Pittsburgh-Bradford,33.0,41.943415,-78.673701,0.7919,1297.0,234549.0
2881,University of Pittsburgh-Greensburg,21.0,40.276447,-79.532676,0.9002,1398.0,5667834.0
2882,University of Pittsburgh-Johnstown,23.0,40.265957,-78.834163,0.8662,2353.0,44320729.0
2883,University of Pittsburgh-Pittsburgh Campus,11.0,40.444388,-79.953254,0.6388,19154.0,4151993760.0
2884,University of Pittsburgh-Titusville,32.0,41.628697,-79.664156,0.75,33.0,1257602.0
2890,Point Park University,11.0,40.438768,-80.002061,0.6951,2787.0,50165261.0
2897,Robert Morris University,21.0,40.520415,-80.210468,0.8563,3296.0,37677920.0
2899,Rosemont College,21.0,40.033417,-75.32925,0.691,480.0,16345527.0
2900,Saint Francis University,31.0,40.506734,-78.63904,0.5935,1657.0,50048590.0
2901,Saint Joseph's University,11.0,39.994442,-75.238343,0.8007,4217.0,293803273.0
2902,Saint Vincent College,21.0,40.29265,-79.403762,0.7212,1432.0,105247418.0
2905,University of Scranton,13.0,41.406556,-75.656915,0.7873,3592.0,218068162.0
2906,Seton Hill University,21.0,40.309407,-79.557433,0.7867,1615.0,42145794.0
2910,Shippensburg University of Pennsylvania,31.0,40.057933,-77.522335,0.9392,5120.0,41628372.0
2911,Slippery Rock University of Pennsylvania,32.0,41.062719,-80.045965,0.7398,7332.0,36857713.0
2912,Saint Charles Borromeo Seminary-Overbrook,21.0,39.99133,-75.255675,1.0,39.0,16081194.0
2917,Susquehanna University,32.0,40.797502,-76.875329,0.7304,2225.0,173413620.0
2918,Swarthmore College,21.0,39.905159,-75.354278,0.0906,1435.0,2103670000.0
2919,Thaddeus Stevens College of Technology,13.0,40.037951,-76.288718,0.8629,1223.0,1094224.0
2921,Temple University,11.0,39.980546,-75.156859,0.7142,26969.0,680097000.0
2923,Thiel College,31.0,41.41354,-80.384383,0.8351,740.0,34372718.0
2924,Thomas Jefferson University,11.0,39.948274,-75.158266,0.6984,3740.0,941025000.0
2929,Ursinus College,21.0,40.193023,-75.456505,0.8044,1485.0,134100371.0
2930,University of Valley Forge,21.0,40.117835,-75.5469,0.6303,454.0,2477578.0
2933,Villanova University,21.0,40.039388,-75.345457,0.3066,6980.0,797015000.0
2935,Washington & Jefferson College,21.0,40.170622,-80.24049,0.9018,1164.0,129511112.0
2936,Waynesburg University,32.0,39.899871,-80.186205,0.8996,1244.0,43365924.0
2938,West Chester University of Pennsylvania,21.0,39.953398,-75.59812,0.8625,14437.0,48570670.0
2941,Westminster College,31.0,41.119272,-80.331017,0.7651,1094.0,110649651.0
2944,Widener University,21.0,39.861689,-75.355363,0.7458,2866.0,90188053.0
2945,Wilkes University,13.0,41.244199,-75.890262,0.9177,2131.0,52657913.0
2946,Williamson College of the Trades,21.0,39.90807,-75.422024,0.3022,249.0,123165952.0
2947,Wilson College,13.0,39.949659,-77.650712,0.922,735.0,54252350.0
2949,York College of Pennsylvania,22.0,39.94614,-76.727984,0.7077,3686.0,150760563.0
2951,Brown University,12.0,41.82617,-71.40385,0.0767,6632.0,4377466000.0
2952,Bryant University,21.0,41.920092,-71.539547,0.7579,3275.0,182430000.0
2953,Johnson & Wales University-Providence,12.0,41.819956,-71.41277,0.8651,5090.0,180604114.0
2954,New England Institute of Technology,21.0,41.661783,-71.502892,0.6914,1843.0,224425022.0
2956,Providence College,12.0,41.842742,-71.437446,0.5386,4242.0,231720254.0
2957,Rhode Island College,21.0,41.842415,-71.46556,0.8127,5892.0,33566927.0
2959,University of Rhode Island,21.0,41.484691,-71.527356,0.7551,13971.0,244551694.0
2960,Rhode Island School of Design,12.0,41.825935,-71.407692,0.2712,1736.0,349011544.0
2961,Roger Williams University,21.0,41.650214,-71.260374,0.8601,4224.0,62509315.0
2962,Salve Regina University,21.0,41.471545,-71.30124,0.7462,2141.0,63213000.0
2966,Allen University,12.0,34.010348,-81.020045,0.6458,656.0,312884.0
2967,Anderson University,13.0,34.5152,-82.640358,0.592,2824.0,48550430.0
2968,Charleston Southern University,12.0,32.983047,-80.072587,0.5379,2698.0,20142676.0
2970,Benedict College,12.0,34.012941,-81.020403,0.7259,1724.0,22502534.0
2972,Southern Wesleyan University,21.0,34.728068,-82.761586,0.5575,1026.0,6696785.0
2974,College of Charleston,12.0,32.784225,-79.939794,0.7432,9100.0,102922649.0
2977,Citadel Military College of South Carolina,12.0,32.797183,-79.958775,0.7995,2828.0,359815596.0
2978,Claflin University,32.0,33.498444,-80.854319,0.6513,1961.0,29994936.0
2979,Clemson University,21.0,34.679381,-82.835114,0.6194,20796.0,770924097.0
2981,Coker University,32.0,34.37696,-80.070416,0.9306,950.0,29872785.0
2982,Columbia International University,12.0,34.07551,-81.07443,0.5067,731.0,4729669.0
2983,Columbia College,12.0,34.045581,-81.029967,0.9707,977.0,20556952.0
2984,Converse University,13.0,34.955534,-81.917881,0.8244,737.0,85405904.0
2986,Erskine College,42.0,34.332087,-82.39095,0.6,809.0,41662143.0
2988,Francis Marion University,23.0,34.189777,-79.652854,0.7525,3025.0,32279937.0
2989,Furman University,21.0,34.924676,-82.440458,0.6525,2341.0,670014077.0
2994,Lander University,32.0,34.199892,-82.164736,0.5703,3279.0,17110955.0
2995,Limestone University,31.0,35.057076,-81.649161,0.6829,1817.0,25726429.0
2999,Newberry College,32.0,34.285868,-81.619777,0.5659,1251.0,17540875.0
3000,North Greenville University,41.0,35.069758,-82.37026,0.6533,1731.0,34849069.0
3003,Presbyterian College,32.0,34.465834,-81.87448,0.7083,988.0,88099609.0
3004,University of South Carolina Aiken,21.0,33.572704,-81.767612,0.5588,2975.0,26991820.0
3005,University of South Carolina Beaufort,31.0,32.303308,-80.973595,0.6694,1898.0,8480888.0
3006,University of South Carolina-Columbia,12.0,33.996788,-81.026935,0.6835,27053.0,610313618.0
3007,University of South Carolina-Lancaster,32.0,34.736282,-80.787069,0.75,740.0,8828532.0
3008,University of South Carolina-Salkehatchie,41.0,33.014312,-81.301838,0.854,486.0,2149591.0
3009,University of South Carolina-Sumter,13.0,33.934698,-80.373459,0.7222,572.0,4602813.0
3010,University of South Carolina-Union,32.0,34.717771,-81.621042,0.8352,303.0,1366686.0
3011,Coastal Carolina University,13.0,33.794995,-79.011767,0.7045,9085.0,39842663.0
3012,South Carolina State University,32.0,33.497968,-80.848722,0.9409,2012.0,12502388.0
3013,University of South Carolina-Upstate,22.0,34.996403,-81.970583,0.5954,4999.0,11080428.0
3015,Spartanburg Methodist College,22.0,34.955117,-81.970863,0.8264,1048.0,22221899.0
3023,Winthrop University,13.0,34.941515,-81.031404,0.6394,4219.0,58872128.0
3024,Wofford College,13.0,34.959411,-81.933568,0.53,1760.0,208057660.0
3026,Augustana University,12.0,43.525148,-96.736975,0.7138,1710.0,92324563.0
3028,Black Hills State University,32.0,44.494889,-103.870966,0.9714,2243.0,17168251.0
3029,Dakota State University,32.0,44.013014,-97.113358,0.8357,2031.0,16163780.0
3030,Dakota Wesleyan University,33.0,43.697432,-98.031188,0.642,690.0,30080009.0
3035,Mount Marty University,33.0,42.874475,-97.409904,0.7843,656.0,28072359.0
3038,Northern State University,33.0,45.450829,-98.484728,0.7871,1384.0,31232627.0
3040,Presentation College,33.0,45.483339,-98.49129,0.9321,593.0,12494454.0
3042,South Dakota School of Mines and Technology,13.0,44.075439,-103.205753,0.8555,2043.0,77193803.0
3043,South Dakota State University,33.0,44.317485,-96.782139,0.8894,8908.0,176585111.0
3045,University of Sioux Falls,12.0,43.531574,-96.738229,0.9229,1311.0,29750014.0
3050,University of South Dakota,32.0,42.786019,-96.925283,0.9095,5684.0,260395728.0
3055,Austin Peay State University,12.0,36.533319,-87.354081,0.9115,8195.0,35276219.0
3056,Baptist Health Sciences University,11.0,35.138415,-90.027501,0.693,870.0,56526164.0
3057,Belmont University,11.0,36.135589,-86.794807,0.8323,6618.0,291936335.0
3058,Bethel University,32.0,36.137848,-88.516762,0.7612,2461.0,11601662.0
3060,Carson-Newman University,23.0,36.122934,-83.491709,0.7932,1635.0,62731421.0
3062,Christian Brothers University,11.0,35.127437,-89.983241,0.4994,1374.0,40352411.0
3069,Cumberland University,31.0,36.204514,-86.298782,0.5376,1947.0,12598198.0
3070,Lipscomb University,11.0,36.106253,-86.799791,0.615,2986.0,79700346.0
3074,East Tennessee State University,13.0,36.301643,-82.366954,0.7838,10705.0,130080301.0
3078,Fisk University,11.0,36.167087,-86.804805,0.6646,879.0,26107809.0
3080,Freed-Hardeman University,32.0,35.440611,-88.637964,0.8085,1360.0,61170262.0
3086,John A Gupton College,11.0,36.156633,-86.7948,0.7647,167.0,690185.0
3087,Johnson University,41.0,35.937193,-83.750273,0.5497,708.0,117731350.0
3089,King University,13.0,36.585309,-82.159421,0.6018,1360.0,36797332.0
3092,Le Moyne-Owen College,11.0,35.118641,-90.034101,0.638,654.0,12538891.0
3093,Lee University,13.0,35.166019,-84.871399,0.8301,3812.0,24863084.0
3094,Lincoln Memorial University,32.0,36.578508,-83.660198,0.6853,1612.0,41333767.0
3096,The University of Tennessee Southern,32.0,35.201019,-87.035661,0.9834,709.0,14519620.0
3097,Maryville College,21.0,35.751505,-83.964223,0.6211,997.0,98036427.0
3102,University of Memphis,11.0,35.118878,-89.938068,0.852,15444.0,220771455.0
3104,Middle Tennessee State University,12.0,35.848005,-86.360618,0.942,18005.0,108888522.0
3114,Rhodes College,11.0,35.154405,-89.990803,0.5136,1801.0,341178021.0
3120,The University of the South,42.0,35.204719,-85.920179,0.5607,1698.0,419515040.0
3128,Southern Adventist University,21.0,35.048254,-85.052088,0.7396,2296.0,48089353.0
3130,Tennessee Wesleyan University,32.0,35.446331,-84.592728,0.6092,976.0,12753011.0
3131,The University of Tennessee-Chattanooga,12.0,35.047519,-85.300247,0.8311,10256.0,170468754.0
3132,The University of Tennessee-Knoxville,12.0,35.952082,-83.925852,0.7815,24146.0,758333732.0
3133,The University of Tennessee-Martin,33.0,36.340338,-88.864211,0.6495,5151.0,39243893.0
3136,Tennessee Technological University,33.0,36.174754,-85.504039,0.7963,8564.0,74110219.0
3137,Trevecca Nazarene University,11.0,36.141324,-86.754238,0.6283,1963.0,31548831.0
3139,Tusculum University,32.0,36.172435,-82.760818,0.6715,1194.0,23971398.0
3140,Union University,13.0,35.676896,-88.858524,0.5753,1959.0,45419999.0
3141,Vanderbilt University,11.0,36.14659,-86.803369,0.1162,7052.0,6917370802.0
3145,Abilene Christian University,12.0,32.468943,-99.709797,0.634,3480.0,443572575.0
3150,Angelo State University,12.0,31.440914,-100.465051,0.7816,5674.0,179496981.0
3154,Austin College,13.0,33.646345,-96.596331,0.4928,1283.0,155432935.0
3159,Baptist Missionary Association Theological Seminary,32.0,31.978961,-95.255524,0.4444,47.0,1400790.0
3161,Baylor University,12.0,31.546872,-97.121041,0.6847,14329.0,1381438000.0
3171,Concordia University Texas,11.0,30.420232,-97.835703,0.9295,1733.0,25167705.0
3174,Texas A & M University-Corpus Christi,11.0,27.713723,-97.32395,0.9013,8374.0,20050976.0
3176,Dallas Baptist University,11.0,32.710017,-96.947006,0.9858,2736.0,49116911.0
3177,Dallas Christian College,21.0,32.913692,-96.887117,0.2363,192.0,334916.0
3180,University of Dallas,12.0,32.846221,-96.919512,0.5378,1445.0,74867000.0
3182,East Texas Baptist University,32.0,32.557847,-94.374488,0.9207,1373.0,67204899.0
3183,Texas A&M University-Texarkana,41.0,33.490482,-94.103617,0.9646,1798.0,9569770.0
3184,Texas A & M University-Commerce,32.0,33.243745,-95.908451,0.6006,8290.0,30171830.0
3197,Hardin-Simmons University,12.0,32.476434,-99.73564,0.9051,1588.0,187850376.0
3200,Houston Baptist University,11.0,29.693819,-95.515954,0.7151,2727.0,111223114.0
3201,University of Houston-Clear Lake,21.0,29.582523,-95.098129,0.8073,6559.0,29961700.0
3203,University of Houston-Downtown,11.0,29.7661,-95.359338,0.9282,13549.0,47524636.0
3204,University of Houston-Victoria,13.0,28.816248,-96.976334,0.6706,3388.0,18001469.0
3205,University of Houston,11.0,29.720393,-95.343537,0.6279,38116.0,930029968.0
3207,Howard Payne University,33.0,31.716467,-98.985204,0.4853,779.0,59641734.0
3208,Huston-Tillotson University,11.0,30.264667,-97.721691,0.5596,1045.0,10954922.0
3209,University of the Incarnate Word,11.0,29.46708,-98.46583,0.9656,4856.0,143846947.0
3214,Lamar University,12.0,30.042738,-94.072244,0.8268,8220.0,133182264.0
3219,Texas A & M International University,11.0,27.571172,-99.436043,0.5893,6552.0,52480437.0
3221,LeTourneau University,13.0,32.46632,-94.726394,0.5611,1699.0,22868311.0
3223,Lubbock Christian University,11.0,33.575973,-101.934426,0.9651,1250.0,22815546.0
3225,University of Mary Hardin-Baylor,23.0,31.066793,-97.463471,0.903,3310.0,92798617.0
3227,McMurry University,12.0,32.429776,-99.748682,0.4739,1049.0,95636072.0
3230,Midwestern State University,12.0,33.874809,-98.519386,0.7096,5056.0,91267383.0
3237,University of North Texas,12.0,33.211178,-97.148422,0.8398,32814.0,223931433.0
3244,Our Lady of the Lake University,11.0,29.426194,-98.54365,0.7397,1261.0,28253159.0
3245,The University of Texas Rio Grande Valley,12.0,26.306759,-98.173567,0.8239,26754.0,68743182.0
3249,Paul Quinn College,11.0,32.678837,-96.755778,0.6187,468.0,2913488.0
3250,Prairie View A & M University,32.0,30.092425,-95.989475,0.7637,8372.0,86536536.0
3253,Rice University,11.0,29.717897,-95.402035,0.1089,4052.0,6166323000.0
3254,Saint Edward's University,11.0,30.229618,-97.754998,0.9131,3009.0,110657639.0
3256,University of St Thomas,11.0,29.736438,-95.393102,0.9609,2330.0,108166797.0
3257,Sam Houston State University,32.0,30.714738,-95.546205,0.925,18811.0,133127466.0
3260,Schreiner University,33.0,30.031458,-99.130586,0.9615,1074.0,72991869.0
3262,St. Mary's University,11.0,29.453244,-98.562778,0.8543,2125.0,200145026.0
3268,Southern Methodist University,21.0,32.843612,-96.783365,0.5267,6793.0,1614131000.0
3271,Southwestern Assemblies of God University,21.0,32.40443,-96.853492,0.8876,1591.0,9176788.0
3272,Southwestern University,13.0,30.634341,-97.665738,0.4937,1505.0,289412311.0
3273,Stephen F Austin State University,33.0,31.621056,-94.64908,0.7611,10007.0,103090368.0
3274,Texas State University,13.0,29.888885,-97.943029,0.8454,33193.0,225519535.0
3275,Southwestern Adventist University,31.0,32.397617,-97.32702,0.623,719.0,15356063.0
3277,Sul Ross State University,33.0,30.363139,-103.651469,0.8083,1784.0,25542620.0
3278,Tarleton State University,33.0,32.214988,-98.214866,0.5775,11893.0,66133261.0
3285,Texas A & M University-Kingsville,32.0,27.525168,-97.882387,0.8792,5114.0,115670180.0
3286,Texas A & M University-College Station,12.0,30.618726,-96.336475,0.6327,54942.0,12720529611.0
